Abb,NAME,COMPOSITION,COMPARTMENT,REPLACEMENT ID,CHARGE
(-)-trans-carveol[c],(-)-trans-carveol,C10H16O,c,m00001c,0
(-)-trans-carveol[s],(-)-trans-carveol,C10H16O,s,m00001s,0
(+)-alpha-pinene[c],(+)-alpha-pinene,C10H16,c,m00002c,0
(+)-alpha-pinene[s],(+)-alpha-pinene,C10H16,s,m00002s,0
(10Z)-heptadecenoic acid[c],(10Z)-heptadecenoic acid,C17H31O2,c,m00003c,-1
(10Z)-heptadecenoic acid[l],(10Z)-heptadecenoic acid,C17H31O2,l,m00003l,-1
(10Z)-heptadecenoic acid[r],(10Z)-heptadecenoic acid,C17H31O2,r,m00003r,-1
(10Z)-heptadecenoic acid[s],(10Z)-heptadecenoic acid,C17H31O2,s,m00003s,-1
(10Z)-heptadecenoyl-CoA[c],(10Z)-heptadecenoyl-CoA,C38H62N7O17P3S,c,m00004c,-4
(10Z)-heptadecenoyl-CoA[m],(10Z)-heptadecenoyl-CoA,C38H62N7O17P3S,m,m00004m,-4
(10Z)-heptadecenoyl-CoA[r],(10Z)-heptadecenoyl-CoA,C38H62N7O17P3S,r,m00004r,-4
(11R)-HPETE[c],(11R)-HPETE,C20H31O4,c,m00005c,-1
(11Z)-docosenoyl-CoA[c],(11Z)-docosenoyl-CoA,C43H72N7O17P3S,c,m00006c,-4
(11Z)-docosenoyl-CoA[m],(11Z)-docosenoyl-CoA,C43H72N7O17P3S,m,m00006m,-4
(11Z)-docosenoyl-CoA[r],(11Z)-docosenoyl-CoA,C43H72N7O17P3S,r,m00006r,-4
(11Z)-eicosenoyl-CoA[c],(11Z)-eicosenoyl-CoA,C41H68N7O17P3S,c,m00007c,-4
(11Z)-eicosenoyl-CoA[m],(11Z)-eicosenoyl-CoA,C41H68N7O17P3S,m,m00007m,-4
(11Z)-eicosenoyl-CoA[p],(11Z)-eicosenoyl-CoA,C41H68N7O17P3S,p,m00007p,-4
(11Z)-eicosenoyl-CoA[r],(11Z)-eicosenoyl-CoA,C41H68N7O17P3S,r,m00007r,-4
(11Z;14Z)-eicosadienoic acid[c],"(11Z,14Z)-eicosadienoic acid",C20H35O2,c,m00008c,-1
(11Z;14Z)-eicosadienoic acid[l],"(11Z,14Z)-eicosadienoic acid",C20H35O2,l,m00008l,-1
(11Z;14Z)-eicosadienoic acid[r],"(11Z,14Z)-eicosadienoic acid",C20H35O2,r,m00008r,-1
(11Z;14Z)-eicosadienoic acid[s],"(11Z,14Z)-eicosadienoic acid",C20H35O2,s,m00008s,-1
(11Z;14Z)-eicosadienoyl-CoA[c],"(11Z,14Z)-eicosadienoyl-CoA",C41H66N7O17P3S,c,m00009c,-4
(11Z;14Z)-eicosadienoyl-CoA[m],"(11Z,14Z)-eicosadienoyl-CoA",C41H66N7O17P3S,m,m00009m,-4
(11Z;14Z)-eicosadienoyl-CoA[r],"(11Z,14Z)-eicosadienoyl-CoA",C41H66N7O17P3S,r,m00009r,-4
(11Z;14Z;17Z)-eicosatrienoic acid[c],"(11Z,14Z,17Z)-eicosatrienoic acid",C20H33O2,c,m00010c,-1
(11Z;14Z;17Z)-eicosatrienoic acid[l],"(11Z,14Z,17Z)-eicosatrienoic acid",C20H33O2,l,m00010l,-1
(11Z;14Z;17Z)-eicosatrienoic acid[r],"(11Z,14Z,17Z)-eicosatrienoic acid",C20H33O2,r,m00010r,-1
(11Z;14Z;17Z)-eicosatrienoic acid[s],"(11Z,14Z,17Z)-eicosatrienoic acid",C20H33O2,s,m00010s,-1
(11Z;14Z;17Z)-eicosatrienoylcarnitine[c],"(11Z,14Z,17Z)-eicosatrienoylcarnitine",C27H47NO4,c,m00011c,0
(11Z;14Z;17Z)-eicosatrienoylcarnitine[m],"(11Z,14Z,17Z)-eicosatrienoylcarnitine",C27H47NO4,m,m00011m,0
(11Z;14Z;17Z)-eicosatrienoylcarnitine[r],"(11Z,14Z,17Z)-eicosatrienoylcarnitine",C27H47NO4,r,m00011r,0
(11Z;14Z;17Z)-eicosatrienoyl-CoA[c],"(11Z,14Z,17Z)-eicosatrienoyl-CoA",C41H64N7O17P3S,c,m00012c,-4
(11Z;14Z;17Z)-eicosatrienoyl-CoA[m],"(11Z,14Z,17Z)-eicosatrienoyl-CoA",C41H64N7O17P3S,m,m00012m,-4
(11Z;14Z;17Z)-eicosatrienoyl-CoA[r],"(11Z,14Z,17Z)-eicosatrienoyl-CoA",C41H64N7O17P3S,r,m00012r,-4
(13E)-11alpha-hydroxy-9;15-dioxoprost-13-enoate[c],"(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate",C20H31O5,c,m00013c,-1
(13E)-tetranor-16-carboxy-LTE4[p],(13E)-tetranor-16-carboxy-LTE4,C19H25NO7S,p,m00014p,-2
(13E)-tetranor-16-oxo-16-CoA-LTE4[p],(13E)-tetranor-16-oxo-16-CoA-LTE4,C40H56N8O22P3S2,p,m00015p,-5
(13Z)-docosenoyl-CoA[c],(13Z)-docosenoyl-CoA,C43H72N7O17P3S,c,m00016c,-4
(13Z)-docosenoyl-CoA[m],(13Z)-docosenoyl-CoA,C43H72N7O17P3S,m,m00016m,-4
(13Z)-docosenoyl-CoA[p],(13Z)-docosenoyl-CoA,C43H72N7O17P3S,p,m00016p,-4
(13Z)-docosenoyl-CoA[r],(13Z)-docosenoyl-CoA,C43H72N7O17P3S,r,m00016r,-4
(13Z)-eicosenoic acid[c],(13Z)-eicosenoic acid,C20H37O2,c,m00017c,-1
(13Z)-eicosenoic acid[l],(13Z)-eicosenoic acid,C20H37O2,l,m00017l,-1
(13Z)-eicosenoic acid[r],(13Z)-eicosenoic acid,C20H37O2,r,m00017r,-1
(13Z)-eicosenoic acid[s],(13Z)-eicosenoic acid,C20H37O2,s,m00017s,-1
(13Z)-eicosenoyl-CoA[c],(13Z)-eicosenoyl-CoA,C41H68N7O17P3S,c,m00018c,-4
(13Z)-eicosenoyl-CoA[m],(13Z)-eicosenoyl-CoA,C41H68N7O17P3S,m,m00018m,-4
(13Z)-eicosenoyl-CoA[p],(13Z)-eicosenoyl-CoA,C41H68N7O17P3S,p,m00018p,-4
(13Z)-eicosenoyl-CoA[r],(13Z)-eicosenoyl-CoA,C41H68N7O17P3S,r,m00018r,-4
(13Z)-octadecenoic acid[c],(13Z)-octadecenoic acid,C18H33O2,c,m00019c,-1
(13Z)-octadecenoic acid[l],(13Z)-octadecenoic acid,C18H33O2,l,m00019l,-1
(13Z)-octadecenoic acid[r],(13Z)-octadecenoic acid,C18H33O2,r,m00019r,-1
(13Z)-octadecenoic acid[s],(13Z)-octadecenoic acid,C18H33O2,s,m00019s,-1
(13Z)-octadecenoyl-CoA[c],(13Z)-octadecenoyl-CoA,C39H64N7O17P3S,c,m00020c,-4
(13Z)-octadecenoyl-CoA[m],(13Z)-octadecenoyl-CoA,C39H64N7O17P3S,m,m00020m,-4
(13Z)-octadecenoyl-CoA[r],(13Z)-octadecenoyl-CoA,C39H64N7O17P3S,r,m00020r,-4
(13Z;16Z)-docosadienoic acid[c],"(13Z,16Z)-docosadienoic acid",C22H39O2,c,m00021c,-1
(13Z;16Z)-docosadienoic acid[l],"(13Z,16Z)-docosadienoic acid",C22H39O2,l,m00021l,-1
(13Z;16Z)-docosadienoic acid[r],"(13Z,16Z)-docosadienoic acid",C22H39O2,r,m00021r,-1
(13Z;16Z)-docosadienoic acid[s],"(13Z,16Z)-docosadienoic acid",C22H39O2,s,m00021s,-1
(13Z;16Z)-docosadienoylcarnitine[c],"(13Z,16Z)-docosadienoylcarnitine",C29H52NO4,c,m00022c,-1
(13Z;16Z)-docosadienoylcarnitine[m],"(13Z,16Z)-docosadienoylcarnitine",C29H52NO4,m,m00022m,-1
(13Z;16Z)-docosadienoylcarnitine[r],"(13Z,16Z)-docosadienoylcarnitine",C29H52NO4,r,m00022r,-1
(13Z;16Z)-docosadienoyl-CoA[c],"(13Z,16Z)-docosadienoyl-CoA",C43H70N7O17P3S,c,m00023c,-4
(13Z;16Z)-docosadienoyl-CoA[m],"(13Z,16Z)-docosadienoyl-CoA",C43H70N7O17P3S,m,m00023m,-4
(13Z;16Z)-docosadienoyl-CoA[r],"(13Z,16Z)-docosadienoyl-CoA",C43H70N7O17P3S,r,m00023r,-4
(15Z)-tetracosenoylcarnitine[c],(15Z)-tetracosenoylcarnitine,C31H59NO4,c,m00024c,0
(15Z)-tetracosenoylcarnitine[r],(15Z)-tetracosenoylcarnitine,C31H59NO4,r,m00024r,0
(15Z)-tetracosenoyl-CoA[c],(15Z)-tetracosenoyl-CoA,C45H76N7O17P3S,c,m00025c,-4
(15Z)-tetracosenoyl-CoA[p],(15Z)-tetracosenoyl-CoA,C45H76N7O17P3S,p,m00025p,-4
(15Z)-tetracosenoyl-CoA[r],(15Z)-tetracosenoyl-CoA,C45H76N7O17P3S,r,m00025r,-4
(18E)-20-oxo-20-CoA-LTB4[m],(18E)-20-oxo-20-CoA-LTB4,C41H57N7O21P3S,m,m00026m,-5
(18E)-20-oxo-20-CoA-LTB4[p],(18E)-20-oxo-20-CoA-LTB4,C41H57N7O21P3S,p,m00026p,-5
(18E)-20-oxo-20-CoA-LTE4[p],(18E)-20-oxo-20-CoA-LTE4,C44H62N8O22P3S2,p,m00027p,-5
(18R)-HEPE[c],(18R)-HEPE,C20H29O3,c,m00028c,-1
(18R)-hydroxy-(5Z;8Z;11Z;14Z;16E)-eicosapentaenoic acid[c],"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic acid",C20H29O3,c,m00029c,-1
(1aalpha;2beta;3alpha;11calpha)-1a;2;3;11c-tetrahydro-6;11-dimethylbenzo[6;7]phenanthro[3;4-b]oxirene-2;3-diol[c],"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",C20H18O3,c,m00030c,0
(1R)-hydroxy-(2R)-glutathionyl-1;2-dihydronaphthalene[c],"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",C20H23N3O7S,c,m00031c,-2
(1R;2S)-naphthalene 1;2-oxide[c],"(1R,2S)-naphthalene 1,2-oxide",C10H8O,c,m00032c,0
(1R;2S)-naphthalene 1;2-oxide[s],"(1R,2S)-naphthalene 1,2-oxide",C10H8O,s,m00032s,0
(1S)-hydroxy-(2S)-glutathionyl-1;2-dihydronaphthalene[c],"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",C20H23N3O7S,c,m00033c,-2
(1S;2R)-naphthalene 1;2-oxide[c],"(1S,2R)-naphthalene 1,2-oxide",C10H8O,c,m00034c,0
(24R)-24;25-dihydroxycalciol[c],"(24R)-24,25-dihydroxycalciol",C27H44O3,c,m00035c,0
(24R)-24;25-dihydroxycalciol[m],"(24R)-24,25-dihydroxycalciol",C27H44O3,m,m00035m,0
(24R)-24;25-dihydroxycalciol[s],"(24R)-24,25-dihydroxycalciol",C27H44O3,s,m00035s,0
(24R;25R)3alpha;7alpha;12alpha;24-tetrahydroxy-5beta-cholestanoyl-CoA[m],"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA",C48H76N7O21P3S,m,m00036m,-4
(24R;25R)3alpha;7alpha;12alpha;24-tetrahydroxy-5beta-cholestanoyl-CoA[p],"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA",C48H76N7O21P3S,p,m00036p,-4
(24R;25R)3alpha;7alpha;24-trihydroxy-5beta-cholestanoyl-CoA[p],"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA",C48H76N7O20P3S,p,m00037p,-4
(2E)-decenoyl-[ACP][c],(2E)-decenoyl-[ACP],C21H37N2O8PRS,c,m00038c,-1
(2E)-decenoyl-CoA[m],(2E)-decenoyl-CoA,C31H48N7O17P3S,m,m00039m,-4
(2E)-decenoyl-CoA[p],(2E)-decenoyl-CoA,C31H48N7O17P3S,p,m00039p,-4
(2E)-docosenoyl-CoA[c],(2E)-docosenoyl-CoA,C43H72N7O17P3S,c,m00040c,-4
(2E)-docosenoyl-CoA[m],(2E)-docosenoyl-CoA,C43H72N7O17P3S,m,m00040m,-4
(2E)-docosenoyl-CoA[p],(2E)-docosenoyl-CoA,C43H72N7O17P3S,p,m00040p,-4
(2E)-dodecenoyl-[ACP][c],(2E)-dodecenoyl-[ACP],C23H41N2O8PRS,c,m00041c,-1
(2E)-dodecenoyl-CoA[m],(2E)-dodecenoyl-CoA,C33H52N7O17P3S,m,m00042m,-4
(2E)-dodecenoyl-CoA[p],(2E)-dodecenoyl-CoA,C33H52N7O17P3S,p,m00042p,-4
(2E)-eicosenoyl-CoA[c],(2E)-eicosenoyl-CoA,C41H68N7O17P3S,c,m00043c,-4
(2E)-eicosenoyl-CoA[m],(2E)-eicosenoyl-CoA,C41H68N7O17P3S,m,m00043m,-4
(2E)-eicosenoyl-CoA[p],(2E)-eicosenoyl-CoA,C41H68N7O17P3S,p,m00043p,-4
(2E)-heneicosenoyl-CoA[c],(2E)-heneicosenoyl-CoA,C42H70N7O17P3S,c,m00044c,-4
(2E)-heneicosenoyl-CoA[m],(2E)-heneicosenoyl-CoA,C42H70N7O17P3S,m,m00044m,-4
(2E)-heptadecenoyl-[ACP][c],(2E)-heptadecenoyl-[ACP],C28H51N2O8PRS,c,m00045c,-1
(2E)-heptadecenoyl-CoA[m],(2E)-heptadecenoyl-CoA,C38H62N7O17P3S,m,m00046m,-4
(2E)-heptenoyl-[ACP][c],(2E)-heptenoyl-[ACP],C18H31N2O8PRS,c,m00047c,-1
(2E)-heptenoyl-CoA[m],(2E)-heptenoyl-CoA,C28H42N7O17P3S,m,m00048m,-4
(2E)-hexacosenoyl-CoA[c],(2E)-hexacosenoyl-CoA,C47H80N7O17P3S,c,m00049c,-4
(2E)-hexacosenoyl-CoA[p],(2E)-hexacosenoyl-CoA,C47H80N7O17P3S,p,m00049p,-4
(2E)-hexadecenoyl-[ACP][c],(2E)-hexadecenoyl-[ACP],C27H49N2O8PRS,c,m00050c,-1
(2E)-hexadecenoyl-CoA[m],(2E)-hexadecenoyl-CoA,C37H60N7O17P3S,m,m00051m,-4
(2E)-hexadecenoyl-CoA[p],(2E)-hexadecenoyl-CoA,C37H60N7O17P3S,p,m00051p,-4
(2E)-hexenoyl-[ACP][c],(2E)-hexenoyl-[ACP],C17H29N2O8PRS,c,m00052c,-1
(2E)-hexenoyl-CoA[m],(2E)-hexenoyl-CoA,C27H40N7O17P3S,m,m00053m,-4
(2E)-hexenoyl-CoA[p],(2E)-hexenoyl-CoA,C27H40N7O17P3S,p,m00053p,-4
(2E)-nonadecenoyl-CoA[c],(2E)-nonadecenoyl-CoA,C40H66N7O17P3S,c,m00054c,-4
(2E)-nonadecenoyl-CoA[m],(2E)-nonadecenoyl-CoA,C40H66N7O17P3S,m,m00054m,-4
(2E)-nonenoyl-[ACP][c],(2E)-nonenoyl-[ACP],C20H35N2O8PRS,c,m00055c,-1
(2E)-nonenoyl-CoA[m],(2E)-nonenoyl-CoA,C30H46N7O17P3S,m,m00056m,-4
(2E)-octadecenoyl-CoA[c],(2E)-octadecenoyl-CoA,C39H64N7O17P3S,c,m00057c,-4
(2E)-octadecenoyl-CoA[m],(2E)-octadecenoyl-CoA,C39H64N7O17P3S,m,m00057m,-4
(2E)-octadecenoyl-CoA[p],(2E)-octadecenoyl-CoA,C39H64N7O17P3S,p,m00057p,-4
(2E)-octenoyl-[ACP][c],(2E)-octenoyl-[ACP],C19H33N2O8PRS,c,m00058c,-1
(2E)-octenoyl-CoA[m],(2E)-octenoyl-CoA,C29H44N7O17P3S,m,m00059m,-4
(2E)-octenoyl-CoA[p],(2E)-octenoyl-CoA,C29H44N7O17P3S,p,m00059p,-4
(2E)-pentadecenoyl-[ACP][c],(2E)-pentadecenoyl-[ACP],C26H47N2O8PRS,c,m00060c,-1
(2E)-pentadecenoyl-CoA[m],(2E)-pentadecenoyl-CoA,C36H58N7O17P3S,m,m00061m,-4
(2E)-pentenoyl-[ACP][c],(2E)-pentenoyl-[ACP],C16H27N2O8PRS,c,m00062c,-1
(2E)-pentenoyl-CoA[m],(2E)-pentenoyl-CoA,C26H38N7O17P3S,m,m00063m,-4
(2E)-tetracosenoyl-CoA[c],(2E)-tetracosenoyl-CoA,C45H76N7O17P3S,c,m00064c,-4
(2E)-tetracosenoyl-CoA[p],(2E)-tetracosenoyl-CoA,C45H76N7O17P3S,p,m00064p,-4
(2E)-tetradecenoyl-[ACP][c],(2E)-tetradecenoyl-[ACP],C25H45N2O8PRS,c,m00065c,-1
(2E)-tetradecenoyl-CoA[m],(2E)-tetradecenoyl-CoA,C35H56N7O17P3S,m,m00066m,-4
(2E)-tetradecenoyl-CoA[p],(2E)-tetradecenoyl-CoA,C35H56N7O17P3S,p,m00066p,-4
(2E)-tricosenoyl-CoA[c],(2E)-tricosenoyl-CoA,C44H74N7O17P3S,c,m00067c,-4
(2E)-tridecenoyl-[ACP][c],(2E)-tridecenoyl-[ACP],C24H43N2O8PRS,c,m00068c,-1
(2E)-tridecenoyl-CoA[m],(2E)-tridecenoyl-CoA,C34H54N7O17P3S,m,m00069m,-4
(2E)-undecenoyl-[ACP][c],(2E)-undecenoyl-[ACP],C22H39N2O8PRS,c,m00070c,-1
(2E)-undecenoyl-CoA[m],(2E)-undecenoyl-CoA,C32H50N7O17P3S,m,m00071m,-4
(2E;4Z;7Z;10Z)-hexadecatetraenoyl-CoA[m],"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA",C37H54N7O17P3S,m,m00072m,-4
(2E;4Z;7Z;10Z)-hexadecatetraenoyl-CoA[p],"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA",C37H54N7O17P3S,p,m00072p,-4
(2E;6Z;9Z;12Z)-octadecatetraenoyl-CoA[m],"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA",C39H58N7O17P3S,m,m00073m,-4
(2E;6Z;9Z;12Z)-octadecatetraenoyl-CoA[p],"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA",C39H58N7O17P3S,p,m00073p,-4
(2E;7Z;10Z;13Z;16Z)-docosapentaenoyl-CoA[c],"(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",C43H64N7O17P3S,c,m00074c,-4
(2R)-pristanoyl-CoA[p],(2R)-pristanoyl-CoA,C40H68N7O17P3S,p,m00075p,-4
(2R;6R;10R)-trimethyl-hendecanoyl-CoA[p],"(2R,6R,10R)-trimethyl-hendecanoyl-CoA",C35H58N7O17P3S,p,m00076p,-4
(2R;6S;10S)-pristanate[p],"(2R,6S,10S)-pristanate",C19H37O2,p,m00077p,-1
(2S)-pristanoyl-CoA[p],(2S)-pristanoyl-CoA,C40H68N7O17P3S,p,m00078p,-4
(2S;6R;10R)-trimethyl-(2E)-hendecenoyl-CoA[p],"(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA",C35H56N7O17P3S,p,m00079p,-4
(2S;6R;10R)-trimethyl-hendecanoyl-CoA[p],"(2S,6R,10R)-trimethyl-hendecanoyl-CoA",C35H58N7O17P3S,p,m00080p,-4
(3S)-3-hydroxy-cis;cis-palmito-7;10-dienoyl-CoA[m],"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA",C37H58N7O18P3S,m,m00081m,-4
(3S)-3-hydroxy-cis;cis-palmito-7;10-dienoyl-CoA[p],"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA",C37H58N7O18P3S,p,m00081p,-4
(3S)-3-hydroxydodec-cis-6-enoyl-CoA[m],(3S)-3-hydroxydodec-cis-6-enoyl-CoA,C33H52N7O18P3S,m,m00082m,-4
(3S)-3-hydroxydodec-cis-6-enoyl-CoA[p],(3S)-3-hydroxydodec-cis-6-enoyl-CoA,C33H52N7O18P3S,p,m00082p,-4
(3S)-3-hydroxylinoleoyl-CoA[m],(3S)-3-hydroxylinoleoyl-CoA,C39H62N7O18P3S,m,m00083m,-4
(3S)-3-hydroxylinoleoyl-CoA[p],(3S)-3-hydroxylinoleoyl-CoA,C39H62N7O18P3S,p,m00083p,-4
(3S)-citramalyl-CoA[m],(3S)-citramalyl-CoA,C26H37N7O20P3S,m,m00084m,-5
(3S)-hydroxy-docasa-cis;cis-13;16-dienoyl-CoA[c],"(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA",C43H70N7O18P3S,c,m00085c,-4
(3S)-hydroxy-eicosa-cis;cis;cis-11;14;17-trienoyl-CoA[c],"(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA",C41H64N7O18P3S,c,m00086c,-4
(3S)-hydroxy-eicosa-cis;cis-11;14-dienoyl-CoA[c],"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA",C41H66N7O18P3S,c,m00087c,-4
(3Z)-dodecenoyl-CoA[m],(3Z)-dodecenoyl-CoA,C33H52N7O17P3S,m,m00088m,-4
(3Z)-dodecenoyl-CoA[p],(3Z)-dodecenoyl-CoA,C33H52N7O17P3S,p,m00088p,-4
(3Z;7Z;10Z)-hexadecatrienoyl-CoA[m],"(3Z,7Z,10Z)-hexadecatrienoyl-CoA",C37H56N7O17P3S,m,m00089m,-4
(3Z;7Z;10Z)-hexadecatrienoyl-CoA[p],"(3Z,7Z,10Z)-hexadecatrienoyl-CoA",C37H56N7O17P3S,p,m00089p,-4
(4R;8R;12R)-trimethyl-(2E)-tridecenoyl-CoA[p],"(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA",C37H60N7O17P3S,p,m00090p,-4
(4Z;7Z;10Z)-hexadecatrienoyl-CoA[m],"(4Z,7Z,10Z)-hexadecatrienoyl-CoA",C37H56N7O17P3S,m,m00091m,-4
(4Z;7Z;10Z)-hexadecatrienoyl-CoA[p],"(4Z,7Z,10Z)-hexadecatrienoyl-CoA",C37H56N7O17P3S,p,m00091p,-4
(4Z;7Z;10Z;13Z;16Z)-docosapentaenoylcarnitine[c],"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",C29H47NO4,c,m00092c,0
(4Z;7Z;10Z;13Z;16Z)-docosapentaenoylcarnitine[m],"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",C29H47NO4,m,m00092m,0
(4Z;7Z;10Z;13Z;16Z)-docosapentaenoylcarnitine[r],"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",C29H47NO4,r,m00092r,0
(4Z;7Z;10Z;13Z;16Z)-docosapentaenoyl-CoA[c],"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",C43H64N7O17P3S,c,m00093c,-4
(4Z;7Z;10Z;13Z;16Z)-docosapentaenoyl-CoA[m],"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",C43H64N7O17P3S,m,m00093m,-4
(4Z;7Z;10Z;13Z;16Z)-docosapentaenoyl-CoA[p],"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",C43H64N7O17P3S,p,m00093p,-4
(4Z;7Z;10Z;13Z;16Z)-docosapentaenoyl-CoA[r],"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",C43H64N7O17P3S,r,m00093r,-4
(4Z;7Z;10Z;13Z;16Z)-DPA[c],"(4Z,7Z,10Z,13Z,16Z)-DPA",C22H33O2,c,m00094c,-1
(4Z;7Z;10Z;13Z;16Z)-DPA[l],"(4Z,7Z,10Z,13Z,16Z)-DPA",C22H33O2,l,m00094l,-1
(4Z;7Z;10Z;13Z;16Z)-DPA[r],"(4Z,7Z,10Z,13Z,16Z)-DPA",C22H33O2,r,m00094r,-1
(4Z;7Z;10Z;13Z;16Z)-DPA[s],"(4Z,7Z,10Z,13Z,16Z)-DPA",C22H33O2,s,m00094s,-1
(4Z;7Z;10Z;13Z;16Z;19Z)-docosahexaenoyl-CoA[c],"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",C43H62N7O17P3S,c,m00095c,-4
(4Z;7Z;10Z;13Z;16Z;19Z)-docosahexaenoyl-CoA[m],"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",C43H62N7O17P3S,m,m00095m,-4
(4Z;7Z;10Z;13Z;16Z;19Z)-docosahexaenoyl-CoA[p],"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",C43H62N7O17P3S,p,m00095p,-4
(4Z;7Z;10Z;13Z;16Z;19Z)-docosahexaenoyl-CoA[r],"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",C43H62N7O17P3S,r,m00095r,-4
(5)ppPur-mRNA[c],(5)ppPur-mRNA,C15H23O22P4R3,c,m00096c,-4
(5-L-glutamyl)-L-amino acid[s],(5-L-glutamyl)-L-amino acid,C8H13N2O5,s,m00097s,-1
(5S;6S)-epoxy-(15R)-hydroxy-ETE[c],"(5S,6S)-epoxy-(15R)-hydroxy-ETE",C20H29O4,c,m00098c,-1
(5S;6S)-epoxy-(15R)-hydroxy-ETE[p],"(5S,6S)-epoxy-(15R)-hydroxy-ETE",C20H29O4,p,m00098p,-1
(5S;6S)-epoxy-(15R)-hydroxy-ETE[r],"(5S,6S)-epoxy-(15R)-hydroxy-ETE",C20H29O4,r,m00098r,-1
(5Z)-dodecenoyl-CoA[m],(5Z)-dodecenoyl-CoA,C33H52N7O17P3S,m,m00099m,-4
(5Z)-dodecenoyl-CoA[p],(5Z)-dodecenoyl-CoA,C33H52N7O17P3S,p,m00099p,-4
(5Z;8Z;11Z)-eicosatrienoylcarnitine[c],"(5Z,8Z,11Z)-eicosatrienoylcarnitine",C27H47NO4,c,m00100c,0
(5Z;8Z;11Z)-eicosatrienoylcarnitine[m],"(5Z,8Z,11Z)-eicosatrienoylcarnitine",C27H47NO4,m,m00100m,0
(5Z;8Z;11Z)-eicosatrienoylcarnitine[r],"(5Z,8Z,11Z)-eicosatrienoylcarnitine",C27H47NO4,r,m00100r,0
(5Z;8Z;11Z)-eicosatrienoyl-CoA[c],"(5Z,8Z,11Z)-eicosatrienoyl-CoA",C41H64N7O17P3S,c,m00101c,-4
(5Z;8Z;11Z)-eicosatrienoyl-CoA[m],"(5Z,8Z,11Z)-eicosatrienoyl-CoA",C41H64N7O17P3S,m,m00101m,-4
(5Z;8Z;11Z)-eicosatrienoyl-CoA[r],"(5Z,8Z,11Z)-eicosatrienoyl-CoA",C41H64N7O17P3S,r,m00101r,-4
(5Z;8Z;11Z;14Z;17Z)-eicosapentaenoylcarnitine[c],"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",C27H43NO4,c,m00102c,0
(5Z;8Z;11Z;14Z;17Z)-eicosapentaenoylcarnitine[m],"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",C27H43NO4,m,m00102m,0
(5Z;8Z;11Z;14Z;17Z)-eicosapentaenoylcarnitine[r],"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",C27H43NO4,r,m00102r,0
(5Z;8Z;11Z;14Z;17Z)-eicosapentaenoyl-CoA[c],"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",C41H60N7O17P3S,c,m00103c,-4
(5Z;8Z;11Z;14Z;17Z)-eicosapentaenoyl-CoA[m],"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",C41H60N7O17P3S,m,m00103m,-4
(5Z;8Z;11Z;14Z;17Z)-eicosapentaenoyl-CoA[r],"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",C41H60N7O17P3S,r,m00103r,-4
