Abb,NAME,COMPOSITION,COMPARTMENT,REPLACEMENT ID,CHARGE
3alpha;12alpha-dihydroxy-5beta-cholanate[r],"3alpha,12alpha-dihydroxy-5beta-cholanate",C24H39O4,r,m00745r,-1
3alpha;7alpha;12alpha;24(S)-tetrahydroxy-5beta-cholestan-27-al[m],"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al",C27H46O5,m,m00746m,0
3alpha;7alpha;12alpha;25-tetrahydroxy-5beta-cholestane-24-one[r],"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",C27H46O5,r,m00747r,0
3alpha;7alpha;12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA",C48H74N7O21P3S,m,m00748m,-4
3alpha;7alpha;12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[p],"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA",C48H74N7O21P3S,p,m00748p,-4
3alpha;7alpha;12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA",C48H74N7O20P3S,m,m00749m,-4
3alpha;7alpha;12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[p],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA",C48H74N7O20P3S,p,m00749p,-4
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestan-26-al[c],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",C27H46O4,c,m00750c,0
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestan-26-al[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",C27H46O4,m,m00750m,0
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestan-27-al[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",C27H46O4,m,m00751m,0
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestanate[c],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",C27H45O5,c,m00752c,-1
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestanate[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",C27H45O5,m,m00752m,-1
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestanate[p],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",C27H45O5,p,m00752p,-1
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestanate[r],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",C27H45O5,r,m00752r,-1
3alpha;7alpha;24(S)-trihydroxy-5beta-cholestan-27-al[m],"3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al",C27H46O4,m,m00753m,0
3alpha;7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa[p],"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa",C48H74N7O20P3S,p,m00754p,-4
3alpha;7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[p],"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA",C48H74N7O19P3S,p,m00755p,-4
3alpha;7alpha-dihydroxy-5beta-cholestan-26-al[c],"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",C27H46O3,c,m00756c,0
3alpha;7alpha-dihydroxy-5beta-cholestan-26-al[m],"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",C27H46O3,m,m00756m,0
3alpha;7alpha-dihydroxy-5beta-cholestan-27-al[m],"3alpha,7alpha-dihydroxy-5beta-cholestan-27-al",C27H46O3,m,m00757m,0
3alpha;7alpha-dihydroxy-5beta-cholestanate[c],"3alpha,7alpha-dihydroxy-5beta-cholestanate",C27H45O4,c,m00758c,-1
3alpha;7alpha-dihydroxy-5beta-cholestanate[m],"3alpha,7alpha-dihydroxy-5beta-cholestanate",C27H45O4,m,m00758m,-1
3alpha;7alpha-dihydroxy-5beta-cholestanate[p],"3alpha,7alpha-dihydroxy-5beta-cholestanate",C27H45O4,p,m00758p,-1
3alpha;7alpha-dihydroxy-5beta-cholestanate[r],"3alpha,7alpha-dihydroxy-5beta-cholestanate",C27H45O4,r,m00758r,-1
3alpha-hydroxy-5alpha-pregnan-20-one[c],3alpha-hydroxy-5alpha-pregnan-20-one,C21H34O2,c,m00759c,0
3-amino-propanal[c],3-amino-propanal,C3H8NO,c,m00760c,1
3beta;7alpha-dihydroxy-5-cholestenoate[m],"3beta,7alpha-dihydroxy-5-cholestenoate",C27H43O4,m,m00761m,-1
3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein[g],3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein,C23H36O20X,g,m00762g,-1
3beta-hydroxy-5-cholestenal[m],3beta-hydroxy-5-cholestenal,C27H44O2,m,m00763m,0
3beta-hydroxy-5-cholestene-27-oate[m],3beta-hydroxy-5-cholestene-27-oate,C27H43O3,m,m00764m,-1
3-carboxy-1-hydroxypropyl-ThPP[m],3-carboxy-1-hydroxypropyl-ThPP,C16H21N4O10P2S,m,m00765m,-3
3-carboxy-alpha-chromanol[c],3-carboxy-alpha-chromanol,C16H21O4,c,m00766c,-1
3-carboxy-alpha-chromanol[m],3-carboxy-alpha-chromanol,C16H21O4,m,m00766m,-1
3-decaprenyl-4-hydroxybenzoate[m],3-decaprenyl-4-hydroxybenzoate,C57H85O3,m,m00767m,-1
3-dehydro-L-gulonate[c],3-dehydro-L-gulonate,C6H9O7,c,m00768c,-1
3-dehydrosphinganine[c],3-dehydrosphinganine,C18H38NO2,c,m00769c,1
3-demethylubiquinol-10[m],3-demethylubiquinol-10,C58H90O4,m,m00770m,0
3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[c],3-deoxy-D-glycero-D-galacto-2-nonulosonic acid,C9H15O9,c,m00771c,-1
3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[s],3-deoxy-D-glycero-D-galacto-2-nonulosonic acid,C9H15O9,s,m00771s,-1
3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate[c],3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate,C9H14O12P,c,m00772c,-3
3-hydroxy-2;6-dimethyl-5-methylene-heptanoyl-CoA[m],"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",C31H48N7O18P3S,m,m00773m,-4
3-hydroxy-2;6-dimethyl-5-methylene-heptanoyl-CoA[p],"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",C31H48N7O18P3S,p,m00773p,-4
3-hydroxyacyl group of bacterial toxin[c],3-hydroxyacyl group of bacterial toxin,C52H91N2O23P2R5,c,m00774c,0
3-hydroxyanthranilate[c],3-hydroxyanthranilate,C7H7NO3,c,m00775c,0
3-hydroxydocosanoyl-CoA[c],3-hydroxydocosanoyl-CoA,C43H74N7O18P3S,c,m00776c,-4
3-hydroxydocosanoyl-CoA[m],3-hydroxydocosanoyl-CoA,C43H74N7O18P3S,m,m00776m,-4
3-hydroxydocosanoyl-CoA[p],3-hydroxydocosanoyl-CoA,C43H74N7O18P3S,p,m00776p,-4
3-hydroxyeicosanoyl-CoA[c],3-hydroxyeicosanoyl-CoA,C41H70N7O18P3S,c,m00777c,-4
3-hydroxyeicosanoyl-CoA[m],3-hydroxyeicosanoyl-CoA,C41H70N7O18P3S,m,m00777m,-4
3-hydroxyeicosanoyl-CoA[p],3-hydroxyeicosanoyl-CoA,C41H70N7O18P3S,p,m00777p,-4
3-hydroxyheneicosanoyl-CoA[c],3-hydroxyheneicosanoyl-CoA,C42H72N7O18P3S,c,m00778c,-4
3-hydroxyheneicosanoyl-CoA[m],3-hydroxyheneicosanoyl-CoA,C42H72N7O18P3S,m,m00778m,-4
3-hydroxyheptadecanoyl-[ACP][c],3-hydroxyheptadecanoyl-[ACP],C28H53N2O9PRS,c,m00779c,-1
3-hydroxyheptadecanoyl-CoA[m],3-hydroxyheptadecanoyl-CoA,C38H64N7O18P3S,m,m00780m,-4
3-hydroxyheptanoyl-[ACP][c],3-hydroxyheptanoyl-[ACP],C18H33N2O9PRS,c,m00781c,-1
3-hydroxyheptanoyl-CoA[m],3-hydroxyheptanoyl-CoA,C28H44N7O18P3S,m,m00782m,-4
3-hydroxyhexacosanoyl-CoA[c],3-hydroxyhexacosanoyl-CoA,C47H82N7O18P3S,c,m00783c,-4
3-hydroxyhexacosanoyl-CoA[p],3-hydroxyhexacosanoyl-CoA,C47H82N7O18P3S,p,m00783p,-4
3-hydroxyisobutyrate[m],3-hydroxyisobutyrate,C4H7O3,m,m00784m,-1
3-hydroxyisobutyryl-CoA[m],3-hydroxyisobutyryl-CoA,C25H38N7O18P3S,m,m00785m,-4
3-hydroxykynurenamine[c],3-hydroxykynurenamine,C9H13N2O2,c,m00786c,1
3-hydroxykynurenine-O-beta-D-glucoside[c],3-hydroxykynurenine-O-beta-D-glucoside,C16H22N2O9,c,m00787c,0
3-hydroxy-L-kynurenine[c],3-hydroxy-L-kynurenine,C10H12N2O4,c,m00788c,0
3-hydroxy-N6;N6;N6-trimethyl-L-lysine[c],"3-hydroxy-N6,N6,N6-trimethyl-L-lysine",C9H20N2O3,c,m00789c,0
3-hydroxynonadecanoyl-CoA[c],3-hydroxynonadecanoyl-CoA,C40H68N7O18P3S,c,m00790c,-4
3-hydroxynonadecanoyl-CoA[m],3-hydroxynonadecanoyl-CoA,C40H68N7O18P3S,m,m00790m,-4
3-hydroxynonanoyl-[ACP][c],3-hydroxynonanoyl-[ACP],C20H37N2O9PRS,c,m00791c,-1
3-hydroxynonanoyl-CoA[m],3-hydroxynonanoyl-CoA,C30H48N7O18P3S,m,m00792m,-4
3-hydroxyoctadecanoyl-CoA[c],3-hydroxyoctadecanoyl-CoA,C39H66N7O18P3S,c,m00793c,-4
3-hydroxyoctadecanoyl-CoA[m],3-hydroxyoctadecanoyl-CoA,C39H66N7O18P3S,m,m00793m,-4
3-hydroxyoctadecanoyl-CoA[p],3-hydroxyoctadecanoyl-CoA,C39H66N7O18P3S,p,m00793p,-4
3-hydroxypentadecanoyl-[ACP][c],3-hydroxypentadecanoyl-[ACP],C26H49N2O9PRS,c,m00794c,-1
3-hydroxypentadecanoyl-CoA[m],3-hydroxypentadecanoyl-CoA,C36H60N7O18P3S,m,m00795m,-4
3-hydroxypentanoyl-[ACP][c],3-hydroxypentanoyl-[ACP],C16H29N2O9PRS,c,m00796c,-1
3-hydroxypentanoyl-CoA[m],3-hydroxypentanoyl-CoA,C26H40N7O18P3S,m,m00797m,-4
3-hydroxypristanoyl-CoA[p],3-hydroxypristanoyl-CoA,C40H68N7O18P3S,p,m00798p,-4
3-hydroxypropionyl-CoA[m],3-hydroxypropionyl-CoA,C24H36N7O18P3S,m,m00799m,-4
3-hydroxytetracosanoyl-CoA[c],3-hydroxytetracosanoyl-CoA,C45H78N7O18P3S,c,m00800c,-4
3-hydroxytetracosanoyl-CoA[p],3-hydroxytetracosanoyl-CoA,C45H78N7O18P3S,p,m00800p,-4
3-hydroxy-THA-CoA[p],3-hydroxy-THA-CoA,C45H66N7O18P3S,p,m00801p,-4
3-hydroxytricosanoyl-CoA[c],3-hydroxytricosanoyl-CoA,C44H76N7O18P3S,c,m00802c,-4
3-hydroxytridecanoyl-[ACP][c],3-hydroxytridecanoyl-[ACP],C24H45N2O9PRS,c,m00803c,-1
3-hydroxytridecanoyl-CoA[m],3-hydroxytridecanoyl-CoA,C34H56N7O18P3S,m,m00804m,-4
3-hydroxyundecanoyl-[ACP][c],3-hydroxyundecanoyl-[ACP],C22H41N2O9PRS,c,m00805c,-1
3-hydroxyundecanoyl-CoA[m],3-hydroxyundecanoyl-CoA,C32H52N7O18P3S,m,m00806m,-4
3-iodo-L-tyrosine[c],3-iodo-L-tyrosine,C9H10INO3,c,m00807c,0
3-isoLM1[c],3-isoLM1,C56H96N3O31R,c,m00808c,0
3-keto-4-methylzymosterol[c],3-keto-4-methylzymosterol,C28H44O,c,m00809c,0
3-keto-beta-D-galactose[s],3-keto-beta-D-galactose,C6H10O6,s,m00810s,0
3-keto-eicosa-8;11;14;17-all-cis-tetraenoyl-CoA[c],"3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA",C41H60N7O18P3S,c,m00811c,-4
3-ketolactose[s],3-ketolactose,C12H20O11,s,m00812s,0
3-ketopristanoyl-CoA[p],3-ketopristanoyl-CoA,C40H66N7O18P3S,p,m00813p,-4
3-keto-THA-CoA[p],3-keto-THA-CoA,C45H64N7O18P3S,p,m00814p,-4
3-mercaptolactate[c],3-mercaptolactate,C3H5O3S,c,m00815c,-1
3-mercaptolactate-cysteine-disulfide[c],3-mercaptolactate-cysteine-disulfide,C6H10O5S2N,c,m00816c,-1
3-mercaptolactate-cysteine-disulfide[s],3-mercaptolactate-cysteine-disulfide,C6H10O5S2N,s,m00816s,-1
3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m],3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate,C58H87O4,m,m00817m,-1
3-methoxy-4-hydroxyphenylacetaldehyde[c],3-methoxy-4-hydroxyphenylacetaldehyde,C9H10O3,c,m00818c,0
3-methoxy-4-hydroxyphenylethyleneglycol[c],3-methoxy-4-hydroxyphenylethyleneglycol,C9H12O4,c,m00819c,0
3-methoxy-4-hydroxyphenylglycolaldehyde[c],3-methoxy-4-hydroxyphenylglycolaldehyde,C9H10O4,c,m00820c,0
3-methoxytyramine[c],3-methoxytyramine,C9H14NO2,c,m00821c,1
3-methyl-2-oxobutanoate-dehydrogenase[c],3-methyl-2-oxobutanoate-dehydrogenase,C4H6N2O3R2,c,m00822c,0
3-methyl-2-oxobutanoate-dehydrogenase-phosphate[c],3-methyl-2-oxobutanoate-dehydrogenase-phosphate,C4H7N2O6PR2,c,m00823c,0
3-methyl-2-oxobutyrate[c],3-methyl-2-oxobutyrate,C5H7O3,c,m00824c,-1
3-methyl-2-oxobutyrate[m],3-methyl-2-oxobutyrate,C5H7O3,m,m00824m,-1
3-methylcrotonoylglycine[m],3-methylcrotonoylglycine,C7H10NO3,m,m00825m,-1
3-methylcrotonyl-CoA[m],3-methylcrotonyl-CoA,C26H38N7O17P3S,m,m00826m,-4
3-methylglutaconyl-CoA[m],3-methylglutaconyl-CoA,C27H37N7O19P3S,m,m00827m,-5
3-monoiodo-L-thyronine[c],3-monoiodo-L-thyronine,C15H14INO4,c,m00828c,0
3-monoiodo-L-thyronine[r],3-monoiodo-L-thyronine,C15H14INO4,r,m00828r,0
3-monoiodo-L-thyronine-4-O-sulfate[c],3-monoiodo-L-thyronine-4-O-sulfate,C15H13INO7S,c,m00829c,-1
3-O-methyldopa[c],3-O-methyldopa,C10H13NO4,c,m00830c,0
3-oxo-(2S)-methylisocapryloyl-CoA[m],3-oxo-(2S)-methylisocapryloyl-CoA,C30H46N7O18P3S,m,m00831m,-4
3-oxo-(2S;6R;10R)-trimethyl-hendecanoyl-CoA[p],"3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA",C35H56N7O18P3S,p,m00832p,-4
3-oxo-(4R;8R;12R)-trimethyl-tridecanoyl-CoA[p],"3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA",C37H60N7O18P3S,p,m00833p,-4
3-oxo-(6Z;9Z;12Z)-octadecatrienoyl-CoA[m],"3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA",C39H58N7O18P3S,m,m00834m,-4
3-oxo-(6Z;9Z;12Z)-octadecatrienoyl-CoA[p],"3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA",C39H58N7O18P3S,p,m00834p,-4
3-oxo-10(R)-hydroxy-octadeca-(6E;8E;12Z)-trienoate[c],"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",C18H27O4,c,m00835c,-1
3-oxo-10(R)-hydroxy-octadeca-(6E;8E;12Z)-trienoate[m],"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",C18H27O4,m,m00835m,-1
3-oxo-10(R)-hydroxy-octadeca-(6E;8E;12Z)-trienoate[p],"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",C18H27O4,p,m00835p,-1
3-oxo-10(R)-hydroxy-octadeca-(6E;8E;12Z)-trienoyl-CoA[m],"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",C39H58N7O19P3S,m,m00836m,-4
3-oxo-10(R)-hydroxy-octadeca-(6E;8E;12Z)-trienoyl-CoA[p],"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",C39H58N7O19P3S,p,m00836p,-4
3-oxo-10(S)-hydroxy-octadeca-(6E;8E;12Z)-trienoate[c],"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",C18H27O4,c,m00837c,-1
3-oxo-10(S)-hydroxy-octadeca-(6E;8E;12Z)-trienoate[m],"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",C18H27O4,m,m00837m,-1
3-oxo-10(S)-hydroxy-octadeca-(6E;8E;12Z)-trienoate[p],"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate",C18H27O4,p,m00837p,-1
3-oxo-10(S)-hydroxy-octadeca-(6E;8E;12Z)-trienoyl-CoA[m],"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",C39H58N7O19P3S,m,m00838m,-4
3-oxo-10(S)-hydroxy-octadeca-(6E;8E;12Z)-trienoyl-CoA[p],"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA",C39H58N7O19P3S,p,m00838p,-4
3-oxo-11cis-docosenoyl-CoA[c],3-oxo-11cis-docosenoyl-CoA,C43H70N7O18P3S,c,m00839c,-4
3-oxo-11-cis-eicosenoyl-CoA[c],3-oxo-11-cis-eicosenoyl-CoA,C41H66N7O18P3S,c,m00840c,-4
3-oxo-11-cis-eicosenoyl-CoA[m],3-oxo-11-cis-eicosenoyl-CoA,C41H66N7O18P3S,m,m00840m,-4
3-oxo-11-cis-eicosenoyl-CoA[p],3-oxo-11-cis-eicosenoyl-CoA,C41H66N7O18P3S,p,m00840p,-4
3-oxo-11-cis-octadecenoyl-CoA[m],3-oxo-11-cis-octadecenoyl-CoA,C39H62N7O18P3S,m,m00841m,-4
3-oxo-11-cis-octadecenoyl-CoA[p],3-oxo-11-cis-octadecenoyl-CoA,C39H62N7O18P3S,p,m00841p,-4
3-oxo-13cis-docosenoyl-CoA[c],3-oxo-13cis-docosenoyl-CoA,C43H70N7O18P3S,c,m00842c,-4
3-oxo-13cis-docosenoyl-CoA[m],3-oxo-13cis-docosenoyl-CoA,C43H70N7O18P3S,m,m00842m,-4
3-oxo-13cis-docosenoyl-CoA[p],3-oxo-13cis-docosenoyl-CoA,C43H70N7O18P3S,p,m00842p,-4
3-oxo-13-cis-eicosenoyl-CoA[c],3-oxo-13-cis-eicosenoyl-CoA,C41H66N7O18P3S,c,m00843c,-4
3-oxo-13-cis-eicosenoyl-CoA[m],3-oxo-13-cis-eicosenoyl-CoA,C41H66N7O18P3S,m,m00843m,-4
3-oxo-13-cis-eicosenoyl-CoA[p],3-oxo-13-cis-eicosenoyl-CoA,C41H66N7O18P3S,p,m00843p,-4
3-oxo-4(R);8-dimethyl-nonanoyl-CoA[m],"3-oxo-4(R),8-dimethyl-nonanoyl-CoA",C32H50N7O18P3S,m,m00844m,-4
3-oxo-4-methyl-pentanoyl-CoA[m],3-oxo-4-methyl-pentanoyl-CoA,C27H40N7O18P3S,m,m00845m,-4
3-oxo-5(S);12(R)-dihydroxy-eicosa-8-trans-6;14-cis-trienoyl-CoA[m],"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",C41H62N7O20P3S,m,m00846m,-4
3-oxo-5(S);12(R)-dihydroxy-eicosa-8-trans-6;14-cis-trienoyl-CoA[p],"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",C41H62N7O20P3S,p,m00846p,-4
3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate[m],3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate,C14H23O4,m,m00847m,-1
3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate[m],3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate,C14H23O4,m,m00848m,-1
3-oxo-7-hexadecenoyl-CoA[m],3-oxo-7-hexadecenoyl-CoA,C37H58N7O18P3S,m,m00849m,-4
3-oxo-7-hexadecenoyl-CoA[p],3-oxo-7-hexadecenoyl-CoA,C37H58N7O18P3S,p,m00849p,-4
3-oxo-8(R)-hydroxy-hexadeca-(6E;10Z)-dienoate[m],"3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate",C16H25O4,m,m00850m,-1
3-oxo-8(S)-hydroxy-hexadeca-(6E;10Z)-dienoate[m],"3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate",C16H25O4,m,m00851m,-1
3-oxo-9-cis-eicosenoyl-CoA[c],3-oxo-9-cis-eicosenoyl-CoA,C41H66N7O18P3S,c,m00852c,-4
3-oxo-all-cis-6;9;12;15;18-tetracosapentaenoyl-CoA[p],"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",C45H66N7O18P3S,p,m00853p,-4
3-oxo-cis;cis-5;8-tetradecadienoyl-CoA[m],"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA",C35H52N7O18P3S,m,m00854m,-4
3-oxo-cis;cis-5;8-tetradecadienoyl-CoA[p],"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA",C35H52N7O18P3S,p,m00854p,-4
3-oxo-cis;cis-7;10-hexadecadienoyl-CoA[m],"3-oxo-cis,cis-7,10-hexadecadienoyl-CoA",C37H56N7O18P3S,m,m00855m,-4
3-oxo-cis;cis-7;10-hexadecadienoyl-CoA[p],"3-oxo-cis,cis-7,10-hexadecadienoyl-CoA",C37H56N7O18P3S,p,m00855p,-4
3-oxo-cis-15-tetracosaenoyl-CoA[c],3-oxo-cis-15-tetracosaenoyl-CoA,C45H74N7O18P3S,c,m00856c,-4
3-oxo-cis-15-tetracosaenoyl-CoA[p],3-oxo-cis-15-tetracosaenoyl-CoA,C45H74N7O18P3S,p,m00856p,-4
3-oxodecanoyl-[ACP][c],3-oxodecanoyl-[ACP],C21H37N2O9PRS,c,m00857c,-1
3-oxodecanoyl-CoA[m],3-oxodecanoyl-CoA,C31H48N7O18P3S,m,m00858m,-4
3-oxodecanoyl-CoA[p],3-oxodecanoyl-CoA,C31H48N7O18P3S,p,m00858p,-4
3-oxo-dihomo-gamma-linolenoyl-CoA[c],3-oxo-dihomo-gamma-linolenoyl-CoA,C41H62N7O18P3S,c,m00859c,-4
3-oxo-dihomo-gamma-linolenoyl-CoA[m],3-oxo-dihomo-gamma-linolenoyl-CoA,C41H62N7O18P3S,m,m00859m,-4
3-oxo-dihomo-gamma-linolenoyl-CoA[p],3-oxo-dihomo-gamma-linolenoyl-CoA,C41H62N7O18P3S,p,m00859p,-4
3-oxodocasa-cis;cis-13;16-dienoyl-CoA[c],"3-oxodocasa-cis,cis-13,16-dienoyl-CoA",C43H68N7O18P3S,c,m00860c,-4
3-oxo-docosa-10;13;16;19-all-cis-tetraenoyl-CoA[c],"3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",C43H64N7O18P3S,c,m00861c,-4
3-oxo-docosa-13;16;19-all-cis-trienoyl-CoA[c],"3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA",C43H66N7O18P3S,c,m00862c,-4
3-oxo-docosa-7;10;13;16;19-all-cis-pentaenoyl-CoA[c],"3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",C43H62N7O18P3S,c,m00863c,-4
3-oxo-docosa-7;10;13;16-all-cis-tetraenoyl-CoA[c],"3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",C43H64N7O18P3S,c,m00864c,-4
3-oxo-docosa-cis;cis;cis-10;13;16-trienoyl-CoA[c],"3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA",C43H66N7O18P3S,c,m00865c,-4
3-oxodocosanoyl-CoA[c],3-oxodocosanoyl-CoA,C43H72N7O18P3S,c,m00866c,-4
3-oxodocosanoyl-CoA[m],3-oxodocosanoyl-CoA,C43H72N7O18P3S,m,m00866m,-4
3-oxodocosanoyl-CoA[p],3-oxodocosanoyl-CoA,C43H72N7O18P3S,p,m00866p,-4
3-oxododecanoyl-[ACP][c],3-oxododecanoyl-[ACP],C23H41N2O9PRS,c,m00867c,-1
3-oxododecanoyl-CoA[m],3-oxododecanoyl-CoA,C33H52N7O18P3S,m,m00868m,-4
3-oxododecanoyl-CoA[p],3-oxododecanoyl-CoA,C33H52N7O18P3S,p,m00868p,-4
3-oxoeicosa-cis;cis;cis-11;14;17-trienoyl-CoA[c],"3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl-CoA",C41H62N7O18P3S,c,m00869c,-4
3-oxoeicosa-cis;cis-11;14-dienoyl-CoA[c],"3-oxoeicosa-cis,cis-11,14-dienoyl-CoA",C41H64N7O18P3S,c,m00870c,-4
3-oxo-eicosadienoyl-CoA[c],3-oxo-eicosadienoyl-CoA,C41H64N7O18P3S,c,m00871c,-4
3-oxoeicosanoyl-CoA[c],3-oxoeicosanoyl-CoA,C41H68N7O18P3S,c,m00872c,-4
3-oxoeicosanoyl-CoA[m],3-oxoeicosanoyl-CoA,C41H68N7O18P3S,m,m00872m,-4
3-oxoeicosanoyl-CoA[p],3-oxoeicosanoyl-CoA,C41H68N7O18P3S,p,m00872p,-4
3-oxoheneicosanoyl-CoA[c],3-oxoheneicosanoyl-CoA,C42H70N7O18P3S,c,m00873c,-4
3-oxoheneicosanoyl-CoA[m],3-oxoheneicosanoyl-CoA,C42H70N7O18P3S,m,m00873m,-4
3-oxoheptadecanoyl-[ACP][c],3-oxoheptadecanoyl-[ACP],C28H51N2O9PRS,c,m00874c,-1
3-oxoheptadecanoyl-CoA[m],3-oxoheptadecanoyl-CoA,C38H62N7O18P3S,m,m00875m,-4
3-oxoheptanoyl-[ACP][c],3-oxoheptanoyl-[ACP],C18H31N2O9PRS,c,m00876c,-1
3-oxoheptanoyl-CoA[m],3-oxoheptanoyl-CoA,C28H42N7O18P3S,m,m00877m,-4
3-oxohexacosanoyl-CoA[c],3-oxohexacosanoyl-CoA,C47H80N7O18P3S,c,m00878c,-4
3-oxohexacosanoyl-CoA[p],3-oxohexacosanoyl-CoA,C47H80N7O18P3S,p,m00878p,-4
3-oxo-hexacosenoyl-CoA[c],3-oxo-hexacosenoyl-CoA,C47H78N7O18P3S,c,m00879c,-4
3-oxo-hexacosenoyl-CoA[p],3-oxo-hexacosenoyl-CoA,C47H78N7O18P3S,p,m00879p,-4
3-oxohexadecanoyl-[ACP][c],3-oxohexadecanoyl-[ACP],C27H49N2O9PRS,c,m00880c,-1
3-oxohexanoyl-[ACP][c],3-oxohexanoyl-[ACP],C17H29N2O9PRS,c,m00881c,-1
3-oxohexanoyl-CoA[m],3-oxohexanoyl-CoA,C27H40N7O18P3S,m,m00882m,-4
3-oxohexanoyl-CoA[p],3-oxohexanoyl-CoA,C27H40N7O18P3S,p,m00882p,-4
3-oxolaur-6-cis-enoyl-CoA[m],3-oxolaur-6-cis-enoyl-CoA,C33H50N7O18P3S,m,m00883m,-4
